url,content
https://ddr.densho.org/ddr-ajah-1/," addthis sharing buttonsshare to facebookfacebookshare to twittertwittershare to moreaddthis


partner







alameda japanese american history project visit partner




collection id
ddr-ajah-1
description
this collection consists of interviews with nisei and sansei talking about the japanese american community in alameda, california. the project partners include the internet archive (archive.org), the alameda library, the buddhist temple of alameda, buena vista united methodist church, rhythmix cultural works, and densho. the alameda museum also contributed but was not a partner in the process. the goal of the alameda japanese american history project is to reach and educate the world wide general public.



inclusive unit date
2021-2022


bulk unit date
2021-2022



physical description

contributor
alameda japanese american history project
preferred citation
courtesy of the alameda japanese american history project
rights


this work is licensed under a creative commons attribution-noncommercial-sharealike 4.0 international license."
https://ddr.densho.org/ddr-chi-1/," addthis sharing buttonsshare to facebookfacebookshare to twittertwittershare to moreaddthis


partner







japanese american service committee (jasc) and chicago japanese american historical society (cjahs) oral history project collections visit partner




collection id
ddr-chi-1
description
this collection consists of interviews conducted during the ""then they came for me: incarceration of japanese americans during wwii and the demise of civil liberties"" exhibit sponsored by alphawood gallery in chicago, illinois, along with additional interviews conducted subsequent to the closing of the exhibit. all interviews are held in the collections of the archival collections of the japanese american service committee (jasc) and chicago japanese american historical society (cjahs), and are part of the ongoing joint oral history project sponsored by the two organizations in chicago, illinois. the majority of these interviews focus on both pre-war life, wartime incarceration, and postwar resettlement to chicago and the midwest. for more information about the japanese american service committee, please visit www.jasc-chicago.org, and for more information about the chicago japanese american historical society, please visit  www.cjahs.org.



inclusive unit date
2017-2020


bulk unit date
2017-2020



physical description

contributor
japanese american service committee (jasc) and chicago japanese american historical society (cjahs)
preferred citation
courtesy of the japanese american service committee (jasc) and chicago japanese american historical society (cjahs)
rights


 copyright restricted"
https://ddr.densho.org/ddr-csujad-1/,"was os ate and te new coin gray the de ant 1 re 4 tea ca mass ft pe for he bed and a a j rage roi end bus are yon aet be run of he he in a a loose at a a a a see see en in eiknd-05 5 eye tried vols bat pub she pus see as see addthis sharing buttonsshare to facebookfacebookshare to twittertwittershare to moreaddthis


partner







csu japanese american history digitization project visit partner




collection id
ddr-csujad-1
description
henry y. ikemoto collection contains correspondence, photographs, articles, chronologies, rosters, books, booklets, programs, reunion yearbook, and album. it depicts americans of japanese ancestry’s military service, mainly anti-tank company, 100th infantry battalion, 442nd regimental combat team, and military intelligence service. it also describes activities by organizations and reunions of japanese american veterans and the rohwer incarceration camp. see full finding aid at online archive of california.



inclusive unit date
1942-2013


bulk unit date
1942-2013



physical description
4 boxes 1.5 linear ft.
contributor
csu dominguez hills department of archives and special collections
preferred citation
[title of item], henry ikemoto collection, courtesy of the department of archives and special collections. university library. california state university, dominguez hills
rights


 copyright restricted"
https://ddr.densho.org/ddr-csujad-2/,"kaworardt ooaoreineing sot ii 1606 french last of platon from covordimccing gon!tze: surimg?: naquost for your attention on the teno of are 2 (reagrmindation yoruane toncssomnt of detected lntarsieed] omntless, he dentition of the vector he improved a we the you miles feet the committed namely as ulm far away a already macivected by the utatriintion of pausilots recently ty the by aren did the venlelten which occurred in the pities school buiseing. seen may be a proluio to a possible flare-up of vat evetar, else way immcisze veeiiel measure in given errovoc intooiats of thin naevus ray comcin.o to be ziesmicsted which vill rot only sternly iastigers the exveactos of sure us but glen 42 bound vo lavieve any aowisels or she sill in perplexing eyes count in iawalitens of pork avoechenses full spurietavte she service of velosgeet vis have bust a green factor am sonketiucing comes he ease bacuusa of rat pass inn th in gomwinla for he le guntech azpnashive sraaly. te day ta salient late serving which will appetite our wary the came ton aavltac law seen robert ralaeaas co 4 zeoucked an the rather of moran of 19 he abtueher caluutan speed ty when of the at of sogaitle plers~uy the emulsion sewnsstly feels net he could us prevontue 4 deteizess wood wo cava tatuvyiowd au vooanmondad eve release am soon as foeaiths ta work togy:hor with foes cloudy ralense). the attach minutes indicate that she eve parted to put out a etstenouh stating hour clear peeiticn, a request for your social eaalaerutlon to sxpotize the vell went of the old doiainess. acted 12 q 1st of cancer of that 1 soon start a you knee dsiins, solve sgarshasy addthis sharing buttonsshare to facebookfacebookshare to twittertwittershare to moreaddthis


partner







csu japanese american history digitization project visit partner




collection id
ddr-csujad-2
description
the willard schmidt collection, documents some of the administrative duties of willard schmidt, the chief of internal security for the war relocation authority and the tule lake incarceration/segregation camp. this collection contains administrative records and photos documenting the tule lake camp, the largest incarceration camp with a peak population of 18,789 and with the most turbulent history. in 1943, the camp was turned into a segregation center to house ""disloyal"" japanese americans relocated from other camps based on their answers to a confusing loyalty questionnaire. the camp endured martial law from november 1943- jan 1944 after escalating protests and unrest. the hostile environment of the camp lead to many incarcerees renouncing their american citizenship upon the end of incarceration, a process which took 14 years to reverse if they did not wish to be deported to japan.see the full finding aid at online archive of california.



inclusive unit date
1942-1945


bulk unit date
1944



physical description
2 box 1 linear ft.
contributor
san jose state university department of special collections and archives
preferred citation
[title of item], willard e. schmidt papers, mss-2007-09-01, san josé state university library special collections and archives
rights


 copyright restricted"
https://ddr.densho.org/ddr-csujad-3/," addthis sharing buttonsshare to facebookfacebookshare to twittertwittershare to moreaddthis


partner







csu japanese american history digitization project visit partner




collection id
ddr-csujad-3
description
the photo album is a collection of tule lake incarceration camp photos including photos of a fire, group photo of the electrical department, and inside the print shop of the newell star. the album highlights toshio oku (1925-2010), the son of naojiro oku (1893-1979) and misao oku (1902-2000) who was incarcerated at tule lake and worked printing the newell star in 1946.



inclusive unit date
1942-1946


bulk unit date
1942-1946



physical description

contributor
csu dominguez hills department of archives and special collections
preferred citation
toshio oku photo album, archives & special collections, university library, california state university, dominguez hills
rights


 copyright restricted"
https://ddr.densho.org/ddr-csujad-4/," addthis sharing buttonsshare to facebookfacebookshare to twittertwittershare to moreaddthis


partner







csu japanese american history digitization project visit partner




collection id
ddr-csujad-4
description
the james h. osborne nisei collection contains mainly correspondence between emiko and usami terada, incarcerees in the rohwer incarceration camp, mcgehee arkansas, and the thomas family in lawndale, california and some photographs of the teradas and the thomases. the letters describe the trip from the santa anita assembly center to the rohwer incarceration camp, their lives and conditions in the camp, and their concerns about their properties in lawndale, california. also included are photographs taken in the camp and fliers published during wartime.see complete finding aid at: http://www.oac.cdlib.org/findaid/ark:/13030/c8h1377p/



inclusive unit date
1941-1971


bulk unit date
1941-1971



physical description
1 box (.20 linear feet)
contributor
csu dominguez hills department of archives and special collections
preferred citation
[title of item], james h. osborne nisei collection, courtesy of the department of archives and special collections. university library. california state university, dominguez hills
rights


 copyright restricted"
https://ddr.densho.org/ddr-csujad-5/," addthis sharing buttonsshare to facebookfacebookshare to twittertwittershare to moreaddthis


partner







csu japanese american history digitization project visit partner




collection id
ddr-csujad-5
description
the okine collection contains materials collected by seiichi and tomeyo okine who were issei flower growers in whittier, california. it includes correspondence, photographs, financial documents, and a photo album. a large portion of the collection consists of family correspondence with seiichi and tomeyo okine, including letters from their nisei children, masao and makoto okine, both soldiers overseas during world war ii, to their issei parents incarcerated in the rohwer incarceration camp in mcgehee, arkansas. the correspondence also includes letters from their relatives and friends who are former incarcerees in the camps during the war and have “resettled” in chicago, illinois as well as letters from the okines’ family members in hiroshima, japan during the allied occupation of japan. in addition, the collection includes a family photo album compiled by dorothy ai aoki, a nisei daughter to the okines.



inclusive unit date
1912-1959


bulk unit date
1944-1949



physical description
7 boxes
contributor
csu dominguez hills department of archives and special collections
preferred citation
[title of item], okine collection, courtesy of the department of archives and special collections. university library. california state university, dominguez hills
rights


 copyright restricted"
https://ddr.densho.org/ddr-csujad-6/,"narrator george and jean abe interviewer: thumb taniguchi date wa ga ga ga ga ga ga august 27 1999 but ention —tzumi teniguchi, imerviewing george and jean abe ‘today's date is august 22 twenty seventh ouh 27 1999 first were going to cover several periods life best world her in and then work war and then after world her il and then daytime you want the a rest let me know and we an pause and take a break lay fit do you know where in japan your father eye from eyes he was for niigats-ken. niagara ken ‘that's shouts far ll now right and your mother and my mothers from fukushima. from futuna. fukushimn is kind close to hotuaito? 120 up nan year fukuda, fukusim is otto far from his because now later she moved overt holsco, with he whole family when did you immigrants to the us and what was the reason for coming here addthis sharing buttonsshare to facebookfacebookshare to twittertwittershare to moreaddthis


partner







csu japanese american history digitization project visit partner




collection id
ddr-csujad-6
description
the jacl-ccdc japanese american oral history collection contains oral histories capturing the experience of japanese americans, primarily nisei, living in the san joaquin valley. topics primarily include incarceration and post-war experiences.see complete finding aid at: http://dsc.calstate.edu/1164?r=cam



inclusive unit date
1998-2005


bulk unit date
1998-2005



physical description
5 linear inches (39 dvds)
contributor
california state university, fresno
preferred citation
jacl-ccdc japanese american oral history collection, special collections, henry madden library, california state university, fresno
rights


 copyright restricted"
https://ddr.densho.org/ddr-csujad-7/,"sold 4 white a pollard grocer want addthis sharing buttonsshare to facebookfacebookshare to twittertwittershare to moreaddthis


partner







csu japanese american history digitization project visit partner




collection id
ddr-csujad-7
description
the japanese americans in world war ii collection contains both contemporary and contemporaneous materials about the incarceration of people of japanese ancestry during world war ii from the perspective of japanese americans, the united states government, and others.see complete finding aid at: http://www.oac.cdlib.org/findaid/ark:/13030/tf4n39n6th/



inclusive unit date
1920-1995


bulk unit date
1942-1944



physical description

contributor
california state university, fresno
preferred citation
[identification of item], japanese-americans in world war ii collection, sanoian special collections library, california state university, fresno.
rights


 copyright restricted"
https://ddr.densho.org/ddr-csujad-8/,"mr norton aet ready le august 25 160 1 woman rustan anew have te privilege ta be in the hare of ny untied nureeryran george abe in selna, california 83662, before ve get into the interview proper i would like to have you give he your tell name place and date of birth and your place of jengeet peolaence. mr gorge are my pane je george anew i was war between seine and de hey on july 21 1908 have been living right neve miner 1918 mr norton aet from what part of japan did your parents cone and by aid they choose to entire in the area mr gorge are dad teatou abe was from niagara and mon leave anew to iron pucushina, dad care op a’vhaling vessel around 1900 white nether ame in either 1906 or 1907 dad used to tell we about the ship sailing rate that had ta be put up and changed ta change course the deacon he left japan wan for a better livelihood he care over ere stout the knowledge of atone of language and found work on the raltzoad in nevada 1 believe me ne cane day te california and worked as a laborer at various ‘neatiding and well ranch in 1912 in del red i was down caret en and red were scan down and miner times were rough and it te support a tarliy}, mon bent he and i vent back to up upon ana stayed when tion's’ parents 1 1913 hut hon was when one left california and ny slater wry was nor in japan later won and i cane back to california to join dad bit bent room and mary stayed in japan when he and red were in their tense they care back te california but mary was unable ta one over minor the was norm 17 japan the free labor camp that dad ran was at the gardeniove ranch a lincoln avenue am del red around 191 or 1915 around 1917 ar 1918 ne ran two carpet one vas at charpie chandler's place an the southwest came er south and recall avenues in del red day would novoe about 3d ar d rent at that time there vere very few women i think there were two trifles that stayed there and had separate quarters men mo after and was at fred camel place also in del red nor or aware avenue on del few avenue in 1918 dad down a grape farm in self were inn living now i went te prairie senoo1, in the that grade at the some of american and wecal1, later 7 went ta walnut sense to the think grade and when we led semool. i guess they didn see any reason for ne te stay in the pain grade 90 they raved ne to the taft grade and in 176 7 graduated from seen high senco], i always liked part and we and a neighbor peter chrlotensen. be ad the boys na were football players they were real athletes and i used te satan then i acted dad of t would play but dad was reluctant addthis sharing buttonsshare to facebookfacebookshare to twittertwittershare to moreaddthis


partner







csu japanese american history digitization project visit partner




collection id
ddr-csujad-8
description
a japanese american oral history project undertaken in 1979-1980, funded by the national endowment for the humanities and archived at the fresno county public library.



inclusive unit date
1979-1980


bulk unit date
1980



physical description

contributor
california state university, fresno
preferred citation
success through perseverance, special collections research center, henry madden library, california state university, fresno
rights


 copyright restricted"
